participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
389,-97.822,37.751,90001,Los Angeles,California,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_30,-96.776643,46.872937,56562,Moorhead,Minnesota,Very Low,Once every 1 years,Extremely well,Extremely confident,Somewhat likely,Somewhat likely,Very unlikely,Very unlikely,Always,Extremely easy,Its very interesting survey
389,-97.822,37.751,90001,Los Angeles,California,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_155,-72.7967995,41.5394989,6450,Meriden,Connecticut,Moderate,Once every 1 year,Extremely well,Extremely confident,Very unlikely,Very unlikely,Neither likely nor unlikely,Very unlikely,Always,Extremely difficult,Its very interesting survey
390,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_205,-95.497708,29.680179,77074,Houston,Texas,Very High,every year,Extremely well,Extremely confident,Somewhat likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Often,Somewhat difficult,good
390,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_165,-70.9532674,42.4568362,1904,Lynn,Massachusetts,High,every year,Extremely well,Very confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat difficult,good
391,-97.822,37.751,75058,Gunter,Texas,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,Secured important documents and valuables,Evacuated from the area,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_202,-77.8891489,34.0435143,28428,Carolina Beach,North Carolina,High,1year,Very well,Extremely confident,Very likely,Very likely,Very likely,Somewhat likely,Always,Somewhat easy,
391,-97.822,37.751,75058,Gunter,Texas,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,Secured important documents and valuables,Evacuated from the area,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_247,-90.571171,41.520406,52801,Davenport,Iowa,High,2year,Very well,Very confident,Very likely,Very likely,Very likely,Somewhat likely,Always,Somewhat easy,
392,-97.822,37.751,8625,Trenton,New Jersey,35 to 44   ,Male,No,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_83,-95.263376,29.7372208,77029,Houston,Texas,Moderate,few years,Very well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Somewhat unlikely,Rarely,Neither easy nor difficult,good
392,-97.822,37.751,8625,Trenton,New Jersey,35 to 44   ,Male,No,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_50,-76.293882,36.855453,23510,Norfolk,Virginia,Moderate,few years,Very well,Slightly confident,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat unlikely,Rarely,Neither easy nor difficult,good
393,-97.822,37.751,47906,West Lafayette,Indiana,18 to 24   ,Female,Yes,White ,,Some college  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ",,2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_164,-90.5055726,38.5319631,63026,Fenton,Missouri,Moderate,3,Slightly well,Very confident,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Sometimes,Neither easy nor difficult,good
393,-97.822,37.751,47906,West Lafayette,Indiana,18 to 24   ,Female,Yes,White ,,Some college  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ",,2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_188,-88.9002038,30.411848,39530,Biloxi,Mississippi,Moderate,5,Slightly well,Somewhat confident,Neither likely nor unlikely,Somewhat unlikely,Neither likely nor unlikely,Very likely,Often,Neither easy nor difficult,good
394,-73.9405,40.6472,75474,Quinlan,Texas,45 to 54   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_239,-72.796641,41.539357,6450,Meriden,Connecticut,Very Low,ONCE IN EVERY 25 YEARS,Slightly well,Slightly confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Neither easy nor difficult,WATER LEVEL AREAS NOT HIGHLIGHTED AS PROPERLY
394,-73.9405,40.6472,75474,Quinlan,Texas,45 to 54   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_211,-95.688774,29.703258,77407,Houston,Texas,Very Low,ONCE IN EVERY 30 YEARS,Slightly well,Slightly confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat difficult,this is not properly mention the water level so i think this is not hazards area
395,-97.822,37.751,15901,Johnstown,Pennsylvania,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2016,"Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Assisted neighbors or community members","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_69,-90.432721,38.969812,62037,Grafton,Illinois,High,2,Moderately well,Somewhat confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat unlikely,Often,Somewhat difficult,GOOD
395,-97.822,37.751,15901,Johnstown,Pennsylvania,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2016,"Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Assisted neighbors or community members","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_177,-81.8041808,41.3740394,44130,Middleburg Heights,Ohio,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat easy,GOOD
396,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies","Contacted emergency services or authorities,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_91,-74.0391091,40.1877556,7753,Neptune Township,New Jersey,High,2,Moderately well,Not at all confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Rarely,Neither easy nor difficult,good
396,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies","Contacted emergency services or authorities,Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_201,-79.9456596,32.777854,29401,Charleston,South Carolina,High,1,Extremely well,Extremely confident,Somewhat unlikely,Neither likely nor unlikely,Very likely,Very likely,Sometimes,Somewhat difficult,nice
397,-97.822,37.751,6904,Stamford,Connecticut,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,I have not experienced a flood in the past.,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Moved to a shelter or safe location","No, I do not have any previous experience ",,noaa,location_2,-74.623374,39.2509,8226,Ocean City,New Jersey,Very High,1,Extremely well,Extremely confident,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Sometimes,Extremely difficult,
397,-97.822,37.751,6904,Stamford,Connecticut,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,I have not experienced a flood in the past.,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground","Evacuated from the area,Moved to a shelter or safe location","No, I do not have any previous experience ",,noaa,location_82,-70.2557628,44.2556139,4282,Turner,Maine,Very Low,15,Very well,Extremely confident,Very likely,Somewhat likely,Somewhat likely,Very likely,Often,Neither easy nor difficult,
398,-97.822,37.751,60001,Alden,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,Secured important documents and valuables,Assisted neighbors or community members,"Yes, personally (e.g., for personal interest or home planning) ",,noaa,location_194,-87.2003981,41.3339124,46341,Hebron,Indiana,High,2,Very well,Very confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Often,Extremely easy,good
398,-97.822,37.751,60001,Alden,Illinois,25 to 34   ,Male,Yes,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,Secured important documents and valuables,Assisted neighbors or community members,"Yes, personally (e.g., for personal interest or home planning) ",,noaa,location_192,-88.2739832,42.6779111,53105,Burlington,Wisconsin,High,2,Very well,Very confident,Very likely,Very likely,Very likely,Very likely,Always,Somewhat difficult,good
399,-97.822,37.751,75009,Celina,Texas,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,"English ,French ",,2023,Moved belongings to higher ground,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_95,-74.841281,40.23836,19067,Yardley,Pennsylvania,High,4,Slightly well,Slightly confident,Neither likely nor unlikely,Somewhat unlikely,Somewhat unlikely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,OKEY
399,-97.822,37.751,75009,Celina,Texas,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,"English ,French ",,2023,Moved belongings to higher ground,Moved to a shelter or safe location,"Yes, academically (e.g., as part of a course or research project) ",,climate_central,location_213,-95.185443,29.537256,77546,Houston,Texas,Moderate,2,Moderately well,Slightly confident,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Very likely,Often,Somewhat difficult,Good
400,-97.822,37.751,77506,Pasadena,Texas,18 to 24   ,Male,Yes,"American Indian or Alaska Native  ,Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ",,Bachelor’s degree (4-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ",,2016,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_249,-123.010005,38.468961,95462,Monte Rio,California,Very High,3,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely easy,nothing
400,-97.822,37.751,77506,Pasadena,Texas,18 to 24   ,Male,Yes,"American Indian or Alaska Native  ,Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ",,Bachelor’s degree (4-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ",,2016,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_11,-90.35618,38.451909,63010,Arnold,Missouri,Very High,3,Extremely well,Extremely confident,Very likely,Somewhat likely,Very likely,Very likely,Always,Somewhat easy,nothing
401,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, academically (e.g., as part of a course or research project) ",,fema,location_159,-79.143191,34.2300733,29581,Nichols,South Carolina,High,once every 3 years,Slightly well,Very confident,Somewhat unlikely,Somewhat likely,Very likely,Neither likely nor unlikely,Often,Somewhat easy,nothing
401,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2017,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location","Yes, academically (e.g., as part of a course or research project) ",,fema,location_15,-95.584033,30.042703,77375,Tomball,Texas,Low,once every 2 years,Very well,Slightly confident,Somewhat unlikely,Neither likely nor unlikely,Somewhat likely,Very likely,Sometimes,Somewhat easy,nothing
402,-97.822,37.751,47906,West Lafayette,Indiana,35 to 44   ,Female,No,"American Indian or Alaska Native  ,Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ,Prefer to self-identify:,Prefer not to answer",,Associate degree (2-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ,Other (please specify):",,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare,Other (please specify)","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond,Other (please specify)","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_103,-81.3683509,28.5512768,32803,Orlando,Florida,High,2 YEAR,Very well,Slightly confident,Very unlikely,Somewhat unlikely,Very unlikely,Somewhat unlikely,Never,Somewhat easy,GOOD
402,-97.822,37.751,47906,West Lafayette,Indiana,35 to 44   ,Female,No,"American Indian or Alaska Native  ,Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ,Prefer to self-identify:,Prefer not to answer",,Associate degree (2-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ,Other (please specify):",,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare,Other (please specify)","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas,Did not take any action to respond,Other (please specify)","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_100,-95.8908807,29.7677954,77423,Brookshire,Texas,High,2 YEAR,Very well,Not at all confident,Somewhat unlikely,Very unlikely,Somewhat unlikely,Very unlikely,Rarely,Extremely easy,GOOD
403,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_38,-97.527551,35.507744,73118,Oklahoma city,Oklahoma,Low,once every 3 years,Moderately well,Somewhat confident,Somewhat likely,Very likely,Neither likely nor unlikely,Somewhat likely,Often,Somewhat difficult,nothing
403,-97.822,37.751,99502,Anchorage,Alaska,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,2018,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, academically (e.g., as part of a course or research project) ",,noaa,location_46,-95.262427,29.846037,77028,Houston,Texas,Moderate,once every 2 years,Very well,Slightly confident,Somewhat likely,Very likely,Neither likely nor unlikely,Very likely,Often,Somewhat difficult,nothing
404,-97.822,37.751,10005,New York City,New York,25 to 34   ,Male,Yes,White ,,Master’s degree  ,English ,,2018,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_189,-93.7298629,30.0929257,77630,Orange,Texas,Moderate,2,Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Sometimes,Somewhat easy,moderate to high
404,-97.822,37.751,10005,New York City,New York,25 to 34   ,Male,Yes,White ,,Master’s degree  ,English ,,2018,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_8,-123.116557,38.97127,95449,Hopland,California,High,2,Moderately well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Sometimes,Somewhat easy,moderate to high
405,-97.822,37.751,61025,East Dubuque,Illinois,18 to 24   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Moved belongings to higher ground,Installed flood barriers or sandbags","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_204,-90.1085218,32.3820072,39211,Jackson,Mississippi,High,2,Very well,Very confident,Neither likely nor unlikely,Somewhat likely,Very likely,Somewhat likely,Always,Neither easy nor difficult," Flood risk can change over time due to factors like new development, changes in land use, or climate change"
405,-97.822,37.751,61025,East Dubuque,Illinois,18 to 24   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Stocked up on food, water, and emergency supplies,Moved belongings to higher ground,Installed flood barriers or sandbags","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_205,-95.497708,29.680179,77074,Houston,Texas,Moderate,1,Slightly well,Very confident,Neither likely nor unlikely,Very likely,Somewhat likely,Somewhat likely,Often,Extremely easy,"Flood maps are based on historical data, which may not fully account for future climate conditions"
406,-79.0425,43.1139,83713,Boise,Idaho,35 to 44   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ",,2022,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_70,-73.113365,44.637054,5468,Milton,Vermont,Moderate,moderate,Moderately well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Rarely,Somewhat easy,nothing
406,-79.0425,43.1139,83713,Boise,Idaho,35 to 44   ,Female,Yes,White ,,Bachelor’s degree (4-year college)  ,"English ,Spanish ",,2022,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Assisted neighbors or community members,Stayed inside and monitored flood updates","Yes, academically (e.g., as part of a course or research project) ",,google_maps,location_211,-95.688774,29.703258,77407,Houston,Texas,Low,moderate,Very well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Rarely,Somewhat easy,nothing
407,-97.822,37.751,90001,Los Angeles,California,25 to 34   ,Male,No,Black or African American  ,,Bachelor’s degree (4-year college)  ,English ,,2013,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood",Used a generator or backup power supply,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_11,-90.35618,38.451909,63010,Arnold,Missouri,Very High,good,Very well,Not at all confident,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Extremely easy,good
407,-97.822,37.751,90001,Los Angeles,California,25 to 34   ,Male,No,Black or African American  ,,Bachelor’s degree (4-year college)  ,English ,,2013,"Created an emergency plan with family or household members,Evacuated to a safer location before the flood",Used a generator or backup power supply,"Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,noaa,location_215,-95.566354,29.529881,77479,Houston,Texas,High,4,Very well,Not at all confident,Somewhat unlikely,Very unlikely,Very unlikely,Very unlikely,Never,Extremely easy,good
408,-79.0425,43.1139,90001,Los Angeles,California,25 to 34   ,Male,Yes,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Installed flood barriers or sandbags","Used a generator or backup power supply,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_229,-83.171459,42.356322,48228,Detroit,Michigan,Low,2,Moderately well,Very confident,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat unlikely,Sometimes,Neither easy nor difficult,
408,-79.0425,43.1139,90001,Los Angeles,California,25 to 34   ,Male,Yes,American Indian or Alaska Native  ,,Bachelor’s degree (4-year college)  ,English ,,2022,"Secured important documents and valuables,Installed flood barriers or sandbags","Used a generator or backup power supply,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,historical_images,location_259,-81.8706596,26.643741,33901,Fort Myers,Florida,Moderate,2,Moderately well,Somewhat confident,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Never,Neither easy nor difficult,
409,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_185,-87.2045741,30.4131875,32501,Pensacola,Florida,High,every  year,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Somewhat easy,good
409,-97.822,37.751,10001,New York City,New York,18 to 24   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables","Evacuated from the area,Contacted emergency services or authorities","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_243,-123.000322,38.503416,95446,Guerneville,California,High,every  year,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Somewhat easy,good
410,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_44,-90.874514,30.480547,70785,Walker,Louisiana,High,once every 1 year,Very well,Very confident,Somewhat likely,Somewhat likely,Very likely,Very likely,Always,Somewhat easy,very nice
410,-97.822,37.751,20120,Centreville,Virginia,25 to 34   ,Male,Yes,Asian ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Created an emergency plan with family or household members,Monitored weather reports and flood warnings","Moved to a shelter or safe location,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_156,-94.872044,36.8900498,74354,Miami,Oklahoma,High,once every 1 year,Very well,Very confident,Very likely,Somewhat likely,Very likely,Somewhat likely,Always,Extremely easy,very nice
411,-73.1988,41.2045,83404,Idaho Falls,Idaho,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Relocated valuables to safer areas","Yes, personally (e.g., for personal interest or home planning) ",,historical_images,location_127,-76.2124294,39.537122,21001,Aberdeen,Maryland,Moderate,"Certainly! Here’s a 30-word answer that addresses the question about the frequency of flooding:  ---  Based on the map, I believe the area may experience flooding once every 3 to 5 years, depending on rainfall, seasonal changes, and other environmental factors affecting flood risk in the region.",Very well,Slightly confident,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,Very unlikely,Sometimes,Somewhat easy,"Here’s a 30-word response for the question asking for additional comments or concerns:  ---  The map provides useful information, but it could benefit from clearer labels or color coding to make the flood risk zones more distinguishable and easier for the public to understand at a glance."
